530192,46-0167-001792-П,"Производственная площадка ООО ""Сплав""","142455, Московская обл.,  г. Электроугли, ул. Центральная, д. 110-В",46639105,Federal,1.0,26.0,"{24.41,33.14,38.32.2,43.29}",,1.0,1.0,Federal,46,"Общество с ограниченной ответственностью ""Сплав""",2002-02-04 21:00:00,7718019071,771901001,t,"Москва, ул. Первомайская,76,стр.1",105554,45307000,55.72767477970929,38.20793516234063,f
530492,46-0167-001788-П,"Комплекс по обработке, обезвреживанию и размещению твердых коммунальных отходов «Юг»","140473, Московская область, р-н Коломенский, с. Мячково",46738000,Federal,1.0,26.0,{38.22},,1.0,1.0,Federal,46,"Общество с ограниченной ответственностью ""МПК Коломенский""",2018-03-06 21:00:00,5022055500,502201001,t,"Московская область, город Коломна, улица Октябрьской Революции, дом 366/2, помещение 3 комната 9 этаж 2",140408,46738000,55.196519268035665,38.6817127654146,f
530430,46-0167-001786-П,Комплекс по обработке и размещению твердых коммунальных отходов на территории городского округа Кашира Московской области,"142932, Российская Федерация, Московская область, Каширский муниципальный район, сельское поселение Домнинское, в районе д. Малое Ильинское",46735000,Federal,1.0,26.0,{38.22},,1.0,1.0,Federal,46,"Общество с ограниченной ответственностью ""Каширский МПК""",2017-11-06 21:00:00,5019028908,501901001,t,"Московская область, город Кашира, улица 8 Марта, дом 26, этаж/пом 3/2",142904,46735000,54.64272489674199,38.386753428324894,f
428018,46-0177-009618-П,производственная площадка по дистилляции (очистке) глицерина _ООО «ГЛИЦЕРИН СОЛЮШЕН»,"141270, Московская область, Пушкинский район, рабочий поселок Софрино, улица Победы, дом 10, эт/пом 3/302",46647163,Federal,1.0,26.0,"{20.14,20.41.1}",2021-04-08,1.0,1.0,Federal,46,Общество с ограниченной ответственностью «ГЛИЦЕРИН СОЛЮШЕН»,,5038129940,503801001,t,"Московская область, Пушкинский район, рабочий поселок Софрино, Победы, д.10, эт/пом 3/302",141270,46647163,56.14101944195202,37.9395937057664,t
404736,45-0177-008987-П,"Производство масел, присадок и смазок","город Москва, ш. Энтузиастов, д. 40",45312000,Federal,1.0,24.0,{20.59.4},,1.0,1.0,Federal,45,Акционерное общество «НК «Роснефть» – МЗ «Нефтепродукт»,2020-12-22 21:00:00,7720065580,772001001,t,"г. Москва, город Москва, ш. Энтузиастов, д. 40",105118,45312000,55.75417951065467,37.74344104808258,f
468450,46-0177-010257-П,Производственное здание СЕПТОХИМ,"140170, Московская область, г. Бронницы, ул. Советская, дом 155, строение 8",46705000,Federal,1.0,26.0,{46.46.1},,1.0,1.0,Federal,46,"Общество с ограниченной ответственностью ""СЕПТОХИМ""",2002-10-02 20:00:00,7718177254,500201001,t,"Московская область, г. Бронницы, ул. Советская, дом 155, строение 8",140170,46705000,55.41489266056794,38.28738809942189,f
403316,46-0177-008912-П,"ООО ""Коломенское производство полиуретанов""","Московская область, Коломенский район, поселок Радужный",46622000,Federal,1.0,26.0,{22.23},2022-12-30,1.0,1.0,Federal,46,"Общество с ограниченной ответственностью ""Коломенское производство полиуретанов""",2002-11-11 21:00:00,5070013958,502201001,t,"Коломенский район, поселок Радужный",140483,46622000,55.14005952344358,38.72826359666396,t
516445,46-0177-011098-П,"Комплекс по обработке, обезвреживанию и размещению твердых коммунальных отходов ""КПО Восток""","Московская обл, г Егорьевск, деревня Поцелуево, д 27",46722000,Federal,1.0,26.0,{38.11},,1.0,1.0,Federal,46,"Общество с ограниченной ответственностью ""КПО Егорьевск""",2018-07-30 21:00:00,5011037650,501101001,t,"Московская область, г.Егорьевск, Московская обл, г Егорьевск, деревня Поцелуево, д 53",140317,46722000,55.2323008755683,39.248557936086705,f
545121,46-0167-002237-П,Комплекс по переработке отходов (ТКО) «Солопово»,"Московская область, г.о. Зарайск, вблизи д. Солопово",46729000,Federal,1.0,26.0,"{81.30,38.2}",,1.0,1.0,Federal,46,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО, ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО И ДОРОЖНОЕ ХОЗЯЙСТВО""",2017-11-28 21:00:00,5014012157,501401001,t,"Московская обл, г Зарайск, ул Димитра Благоева, д 40, офис 1",140600,46729000,54.78218669227146,38.756396481215646,f
402437,45-0177-008881-П,"127299, г. Москва, ул. Клары Цеткин, д. 18, стр. 1","127299, г. Москва, ул. Клары Цеткин, д. 18, стр. 1",45341000,Federal,1.0,24.0,{21.10},,1.0,1.0,Federal,45,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОРПОРАЦИЯ ОЛИФЕН""",2002-07-23 20:00:00,7702163979,774301001,t,"г.Москва, г.Москва, ул.Клары Цеткин, д.18, стр. 1",127299,45341000,55.81963467025296,37.5232546569288,f
